NF;Produto;Categoria;Valor;Quantidade;Total bruto;Forma de pagamento;Data da venda;Comissão;Data Vencimento;Vendedor Novo
1348;Vestido;Seção Feminina;44,21;20;884,2;À vista - Dinheiro;22/04/2021;0,1;22/04/2021;1
1349;Sapato;Seção Feminina;21,34;49;1045,66;Boleto - à prazo;22/04/2021;0,1;03/06/2021;0
1350;Sapato;Seção Feminina;26,55;58;1539,9;À vista - cartão;22/04/2021;0,1;04/06/2021;1
1351;Sapato;Seção Feminina;38,93;99;3854,07;À prazo - Cartão;23/04/2021;0,1;07/05/2021;0
1352;Calça;Seção Masculina;38,93;16;622,88;À vista - boleto;24/04/2021;0,1;07/06/2021;1
1353;Vestido;Seção Feminina;44,21;32;1414,72;À vista - boleto;25/04/2021;0,1;16/05/2021;1
1354;Sapato;Seção Feminina;21,2;17;360,4;Dinheiro - À vista;25/04/2021;0,1;25/04/2021;0
1355;Vestido;Seção Feminina;44,21;71;3138,91;Boleto - à prazo;25/04/2021;0,1;23/06/2021;0
1356;Sapato;Seção Masculina;26,55;12;318,6;À prazo - Cartão;26/04/2021;0,15;26/05/2021;1
1357;Calça;Seção Masculina;44,21;45;1989,45;À vista - Dinheiro;26/04/2021;0,15;26/04/2021;1
1358;Tênis;Seção Feminina;38,93;29;1128,97;Boleto - à prazo;26/04/2021;0,1;20/05/2021;1
1359;Casaco;Seção Feminina;38,93;95;3698,35;Boleto - à prazo;27/04/2021;0,15;20/06/2021;1
1360;Sapato;Seção Feminina;26,1;29;756,9;À prazo - Cartão;27/04/2021;0,1;21/05/2021;0
1361;Calça;Seção Masculina;38,93;43;1673,99;À vista - boleto;28/04/2021;0,15;15/06/2021;0
1362;Sapato;Seção Masculina;21;2;42;À prazo - Cartão;28/04/2021;0,1;10/05/2021;1
1363;Tênis;Seção Feminina;38,93;33;1284,69;Boleto - à prazo;28/04/2021;0,15;09/06/2021;1
1364;Sapato;Seção Feminina;44,21;62;2741,02;Boleto - à prazo;28/04/2021;0,1;03/05/2021;0
1365;Calça;Seção Feminina;26,55;9;238,95;Dinheiro - À vista;29/04/2021;0,1;29/04/2021;0
1366;Tênis;Seção Feminina;38,93;20;778,6;À prazo - Cartão;29/04/2021;0,15;04/06/2021;0
1367;Vestido;Seção Feminina;26,55;87;2309,85;À vista - cartão;29/04/2021;0,1;24/05/2021;0
1368;Calça;Seção Feminina;26,55;61;1619,55;Boleto - à prazo;30/04/2021;0,1;18/05/2021;0
1369;Calça;Seção Masculina;21,34;49;1045,66;À vista - boleto;30/04/2021;0,15;26/06/2021;1
1370;Vestido;Seção Masculina;21,2;44;932,8;À vista - Dinheiro;30/04/2021;0,15;30/04/2021;0
1371;Casaco;Seção Masculina;26,55;5;132,75;À vista - boleto;01/05/2021;0,15;12/05/2021;1
1372;Vestido;Seção Masculina;44,21;76;3359,96;Boleto - à prazo;01/05/2021;0,15;16/06/2021;1
1373;Casaco;Seção Masculina;26,1;35;913,5;Dinheiro - À vista;01/05/2021;0,15;01/05/2021;1
1374;Calça;Seção Feminina;38,93;75;2919,75;À vista - Dinheiro;01/05/2021;0,1;01/05/2021;0
1375;Vestido;Seção Feminina;38,93;75;2919,75;À prazo - Cartão;01/05/2021;0,15;12/06/2021;1
1376;Vestido;Seção Masculina;26,1;5;130,5;À vista - cartão;02/05/2021;0,15;22/05/2021;1
1377;Calça;Seção Masculina;26,55;28;743,4;À prazo - Cartão;02/05/2021;0,1;23/05/2021;1
1378;Vestido;Seção Feminina;44,21;8;353,68;Boleto - à prazo;02/05/2021;0,1;07/05/2021;1
1379;Calça;Seção Masculina;26,55;3;79,65;À vista - boleto;03/05/2021;0,05;03/06/2021;0
1380;Sapato;Seção Feminina;44,21;89;3934,69;Boleto - à prazo;03/05/2021;0,1;24/05/2021;0
1381;Casaco;Seção Masculina;26,55;93;2469,15;Boleto - à prazo;04/05/2021;0,1;08/06/2021;1
1382;Sapato;Seção Feminina;21,2;92;1950,4;Boleto - à prazo;05/05/2021;0,1;14/06/2021;1
1383;Calça;Seção Feminina;21;43;903;À vista - cartão;05/05/2021;0,15;11/05/2021;0
1384;Sapato;Seção Masculina;44,21;96;4244,16;À prazo - Cartão;05/05/2021;0,1;23/06/2021;0
1385;Sapato;Seção Masculina;21,2;82;1738,4;Boleto - à prazo;05/05/2021;0,15;14/06/2021;0
1386;Calça;Seção Masculina;21,34;2;42,68;À prazo - Cartão;06/05/2021;0,1;17/05/2021;0
1387;Calça;Seção Feminina;44,21;76;3359,96;À prazo - Cartão;07/05/2021;0,1;22/06/2021;1
1388;Sapato;Seção Feminina;21;96;2016;À vista - cartão;08/05/2021;0,1;07/06/2021;1
1389;Vestido;Seção Feminina;38,93;23;895,39;Dinheiro - À vista;08/05/2021;0,1;08/05/2021;0
1390;Vestido;Seção Masculina;38,93;81;3153,33;Boleto - à prazo;08/05/2021;0,15;01/07/2021;0
1391;Sapato;Seção Feminina;38,93;46;1790,78;Dinheiro - À vista;09/05/2021;0,1;09/05/2021;1
1392;Vestido;Seção Masculina;26,1;70;1827;À prazo - Cartão;09/05/2021;0,15;12/05/2021;0
1393;Sapato;Seção Masculina;38,93;23;895,39;À prazo - Cartão;09/05/2021;0,1;31/05/2021;0
1394;Vestido;Seção Masculina;26,55;46;1221,3;À prazo - Cartão;09/05/2021;0,1;07/06/2021;0
1395;Sapato;Seção Masculina;21,34;79;1685,86;À vista - Dinheiro;10/05/2021;0,15;10/05/2021;0
1396;Casaco;Seção Masculina;38,93;74;2880,82;À prazo - Cartão;11/05/2021;0,1;28/05/2021;0
1397;Calça;Seção Masculina;44,21;61;2696,81;Boleto - à prazo;13/05/2021;0,1;22/05/2021;1
1398;Sapato;Seção Masculina;44,21;67;2962,07;À prazo - Cartão;13/05/2021;0,1;01/07/2021;0
1399;Vestido;Seção Masculina;26,55;92;2442,6;Boleto - à prazo;13/05/2021;0,15;26/06/2021;1
1400;Casaco;Seção Masculina;26,55;52;1380,6;Boleto - à prazo;13/05/2021;0,1;19/06/2021;0
1401;Vestido;Seção Feminina;44,21;19;839,99;À prazo - Cartão;14/05/2021;0,1;10/07/2021;0
1402;Sapato;Seção Masculina;26,1;38;991,8;Boleto - à prazo;14/05/2021;0,1;01/07/2021;1
1403;Sapato;Seção Masculina;38,93;19;739,67;À vista - cartão;14/05/2021;0,1;13/07/2021;1
1404;Sapato;Seção Masculina;26,55;38;1008,9;À vista - boleto;14/05/2021;0,15;18/05/2021;0
1405;Sapato;Seção Masculina;21,2;89;1886,8;À prazo - Cartão;14/05/2021;0,1;23/06/2021;0
1406;Sapato;Seção Masculina;21,2;39;826,8;À vista - cartão;14/05/2021;0,15;01/07/2021;1
1407;Sapato;Seção Masculina;21,2;67;1420,4;À vista - boleto;14/05/2021;0,1;20/05/2021;1
1408;Vestido;Seção Masculina;26,55;41;1088,55;À vista - cartão;15/05/2021;0,1;19/05/2021;0
1409;Tênis;Seção Masculina;38,93;21;817,53;À prazo - Cartão;15/05/2021;0,1;03/07/2021;1
1410;Sapato;Seção Feminina;21,34;73;1557,82;Boleto - à prazo;15/05/2021;0,1;12/07/2021;0
1411;Sapato;Seção Feminina;21;74;1554;Boleto - à prazo;15/05/2021;0,15;05/06/2021;1
1412;Sapato;Seção Feminina;26,55;1;26,55;À prazo - Cartão;15/05/2021;0,1;03/07/2021;0
1413;Casaco;Seção Feminina;44,21;51;2254,71;À vista - Dinheiro;16/05/2021;0,05;16/05/2021;0
1414;Sapato;Seção Masculina;38,93;15;583,95;À vista - cartão;16/05/2021;0,1;12/07/2021;0
1415;Sapato;Seção Feminina;21,34;91;1941,94;À vista - cartão;16/05/2021;0,15;05/06/2021;0
1416;Vestido;Seção Feminina;21,2;57;1208,4;À vista - cartão;17/05/2021;0,1;30/06/2021;0
1417;Sapato;Seção Feminina;38,93;65;2530,45;À vista - boleto;18/05/2021;0,1;09/06/2021;1
1418;Vestido;Seção Masculina;44,21;91;4023,11;Boleto - à prazo;18/05/2021;0,1;04/06/2021;0
1419;Sapato;Seção Feminina;26,55;79;2097,45;À prazo - Cartão;18/05/2021;0,15;15/06/2021;1
1420;Sapato;Seção Masculina;26,55;84;2230,2;Boleto - à prazo;18/05/2021;0,1;17/07/2021;0
1421;Sapato;Seção Feminina;26,55;45;1194,75;Boleto - à prazo;18/05/2021;0,1;03/06/2021;0
1422;Calça;Seção Feminina;21,34;93;1984,62;Boleto - à prazo;19/05/2021;0,15;05/06/2021;0
1423;Sapato;Seção Feminina;21,2;16;339,2;Boleto - à prazo;19/05/2021;0,1;12/07/2021;1
1424;Calça;Seção Feminina;26,55;87;2309,85;À vista - cartão;19/05/2021;0,1;30/05/2021;0
1425;Calça;Seção Feminina;26,55;22;584,1;À vista - boleto;20/05/2021;0,05;08/07/2021;1
1426;Sapato;Seção Masculina;21,2;34;720,8;À prazo - Cartão;20/05/2021;0,1;30/06/2021;1
1427;Calça;Seção Masculina;35,18;40;1407,2;Boleto - à prazo;20/05/2021;0,15;30/05/2021;0
1428;Tênis;Seção Feminina;38,93;85;3309,05;À vista - boleto;20/05/2021;0,1;24/06/2021;1
1429;Vestido;Seção Masculina;21,34;10;213,4;À prazo - Cartão;21/05/2021;0,1;18/07/2021;0
1430;Calça;Seção Masculina;21;16;336;À prazo - Cartão;22/05/2021;0,1;29/06/2021;1
1431;Casaco;Seção Feminina;35,18;100;3518;À prazo - Cartão;22/05/2021;0,1;31/05/2021;0
1432;Calça;Seção Masculina;26,55;34;902,7;À prazo - Cartão;22/05/2021;0,1;23/05/2021;0
1433;Casaco;Seção Masculina;26,55;62;1646,1;À vista - boleto;23/05/2021;0,05;26/06/2021;0
1434;Vestido;Seção Masculina;26,55;13;345,15;À prazo - Cartão;25/05/2021;0,1;01/07/2021;1
1435;Vestido;Seção Feminina;26,55;55;1460,25;À prazo - Cartão;25/05/2021;0,1;17/07/2021;0
1436;Sapato;Seção Feminina;21,2;19;402,8;Boleto - à prazo;26/05/2021;0,1;16/07/2021;0
1437;Sapato;Seção Masculina;35,18;22;773,96;À prazo - Cartão;27/05/2021;0,1;19/07/2021;0
1438;Sapato;Seção Feminina;21,34;19;405,46;Dinheiro - À vista;27/05/2021;0,15;27/05/2021;0
1439;Vestido;Seção Masculina;21,2;53;1123,6;Boleto - à prazo;27/05/2021;0,15;02/06/2021;1
1440;Sapato;Seção Masculina;26,1;61;1592,1;Boleto - à prazo;28/05/2021;0,1;06/07/2021;1
1441;Tênis;Seção Feminina;38,93;23;895,39;À vista - boleto;28/05/2021;0,1;27/06/2021;0
1442;Vestido;Seção Feminina;21,34;33;704,22;À vista - cartão;28/05/2021;0,15;19/07/2021;1
1443;Vestido;Seção Masculina;44,21;39;1724,19;Boleto - à prazo;29/05/2021;0,1;24/06/2021;0
1444;Calça;Seção Masculina;44,21;30;1326,3;Boleto - à prazo;30/05/2021;0,05;25/06/2021;0
1445;Vestido;Seção Feminina;44,21;28;1237,88;Dinheiro - À vista;30/05/2021;0,15;30/05/2021;0
1446;Sapato;Seção Masculina;26,1;58;1513,8;Boleto - à prazo;31/05/2021;0,15;28/07/2021;0
1447;Vestido;Seção Feminina;21,2;12;254,4;À vista - boleto;31/05/2021;0,15;06/07/2021;1
1448;Sapato;Seção Masculina;44,21;18;795,78;Boleto - à prazo;31/05/2021;0,15;24/07/2021;0
1449;Calça;Seção Feminina;26,55;20;531;Boleto - à prazo;01/06/2021;0,15;22/06/2021;1
1450;Casaco;Seção Masculina;38,93;67;2608,31;Boleto - à prazo;01/06/2021;0,1;30/06/2021;1
1451;Vestido;Seção Masculina;38,93;83;3231,19;À vista - Dinheiro;01/06/2021;0,1;01/06/2021;0
1452;Calça;Seção Masculina;26,55;94;2495,7;À vista - boleto;01/06/2021;0,1;04/07/2021;0
1453;Sapato;Seção Masculina;35,18;16;562,88;Boleto - à prazo;02/06/2021;0,15;06/07/2021;0
1454;Vestido;Seção Feminina;26,55;79;2097,45;À prazo - Cartão;03/06/2021;0,1;14/06/2021;0
1455;Sapato;Seção Feminina;21,34;68;1451,12;Boleto - à prazo;03/06/2021;0,1;25/07/2021;0
1456;Casaco;Seção Masculina;26,55;45;1194,75;Boleto - à prazo;03/06/2021;0,15;08/07/2021;1
1457;Sapato;Seção Feminina;26,55;12;318,6;À vista - cartão;03/06/2021;0,15;09/07/2021;0
1458;Sapato;Seção Masculina;38,93;45;1751,85;À vista - cartão;03/06/2021;0,15;25/06/2021;1
1459;Vestido;Seção Masculina;44,21;86;3802,06;Boleto - à prazo;05/06/2021;0,1;07/06/2021;1
1460;Tênis;Seção Masculina;26,55;66;1752,3;À vista - cartão;05/06/2021;0,1;11/06/2021;1
1461;Sapato;Seção Masculina;21,2;75;1590;Boleto - à prazo;06/06/2021;0,15;07/06/2021;1
1462;Calça;Seção Feminina;21,34;78;1664,52;À vista - boleto;06/06/2021;0,15;01/07/2021;0
1463;Calça;Seção Feminina;26,55;16;424,8;Dinheiro - À vista;07/06/2021;0,1;07/06/2021;0
1464;Sapato;Seção Masculina;21,2;47;996,4;À vista - cartão;07/06/2021;0,15;29/06/2021;1
1465;Calça;Seção Masculina;26,55;42;1115,1;Dinheiro - À vista;07/06/2021;0,15;07/06/2021;0
1466;Calça;Seção Masculina;21;9;189;Boleto - à prazo;07/06/2021;0,15;28/06/2021;0
1467;Tênis;Seção Masculina;38,93;80;3114,4;Boleto - à prazo;07/06/2021;0,1;09/07/2021;1
1468;Vestido;Seção Masculina;44,21;40;1768,4;Dinheiro - À vista;08/06/2021;0,1;08/06/2021;0
1469;Vestido;Seção Feminina;21,34;80;1707,2;À vista - cartão;08/06/2021;0,1;07/08/2021;1
1470;Casaco;Seção Masculina;26,55;57;1513,35;À vista - cartão;09/06/2021;0,15;26/06/2021;1
1471;Calça;Seção Masculina;21;47;987;À vista - cartão;09/06/2021;0,15;21/07/2021;1
1472;Calça;Seção Masculina;21,34;35;746,9;À prazo - Cartão;10/06/2021;0,15;27/07/2021;1
1473;Vestido;Seção Feminina;26,55;54;1433,7;Dinheiro - À vista;10/06/2021;0,1;10/06/2021;1
1474;Vestido;Seção Feminina;38,93;50;1946,5;Boleto - à prazo;10/06/2021;0,15;18/06/2021;1
1475;Sapato;Seção Feminina;26,55;88;2336,4;Boleto - à prazo;10/06/2021;0,15;18/06/2021;0
1476;Vestido;Seção Masculina;26,55;78;2070,9;Dinheiro - À vista;11/06/2021;0,1;11/06/2021;0
1477;Tênis;Seção Masculina;21,2;68;1441,6;À vista - cartão;11/06/2021;0,15;24/06/2021;0
1478;Calça;Seção Masculina;26,1;84;2192,4;À vista - boleto;11/06/2021;0,15;27/06/2021;0
1479;Sapato;Seção Feminina;26,1;11;287,1;À vista - Dinheiro;13/06/2021;0,1;13/06/2021;0
1480;Vestido;Seção Feminina;21,34;18;384,12;À vista - boleto;14/06/2021;0,1;21/06/2021;1
1481;Sapato;Seção Feminina;44,21;21;928,41;À prazo - Cartão;15/06/2021;0,15;24/07/2021;0
1482;Vestido;Seção Feminina;26,55;2;53,1;Boleto - à prazo;15/06/2021;0,1;18/06/2021;0
1483;Vestido;Seção Masculina;44,21;68;3006,28;Boleto - à prazo;16/06/2021;0,1;10/07/2021;1
1484;Sapato;Seção Masculina;21,34;35;746,9;À vista - boleto;16/06/2021;0,1;07/08/2021;0
1485;Vestido;Seção Feminina;21,2;71;1505,2;À vista - cartão;16/06/2021;0,15;29/07/2021;1
1486;Calça;Seção Feminina;26,55;65;1725,75;À vista - boleto;17/06/2021;0,15;30/06/2021;1
1487;Sapato;Seção Feminina;38,93;20;778,6;À vista - cartão;17/06/2021;0,1;09/08/2021;0
1488;Vestido;Seção Feminina;21,2;37;784,4;À prazo - Cartão;18/06/2021;0,1;17/08/2021;0
1489;Calça;Seção Masculina;44,21;82;3625,22;À vista - cartão;20/06/2021;0,1;02/07/2021;0
1490;Calça;Seção Feminina;21,34;29;618,86;Boleto - à prazo;20/06/2021;0,15;24/06/2021;0
1491;Sapato;Seção Masculina;21,34;73;1557,82;À vista - cartão;20/06/2021;0,1;10/07/2021;1
1492;Sapato;Seção Masculina;21;74;1554;Boleto - à prazo;22/06/2021;0,1;05/07/2021;0
1493;Calça;Seção Masculina;21,34;44;938,96;À prazo - Cartão;22/06/2021;0,1;27/06/2021;1
1494;Tênis;Seção Feminina;21,34;55;1173,7;À prazo - Cartão;22/06/2021;0,1;31/07/2021;1
1495;Tênis;Seção Masculina;26,1;6;156,6;Boleto - à prazo;23/06/2021;0,15;22/08/2021;0
1496;Vestido;Seção Masculina;44,21;76;3359,96;Boleto - à prazo;24/06/2021;0,15;10/07/2021;0
1497;Sapato;Seção Masculina;21,34;85;1813,9;À prazo - Cartão;24/06/2021;0,1;01/08/2021;1
1498;Sapato;Seção Feminina;26,55;31;823,05;Boleto - à prazo;25/06/2021;0,15;24/08/2021;0
1499;Vestido;Seção Feminina;38,93;81;3153,33;Dinheiro - À vista;25/06/2021;0,15;25/06/2021;1
1500;Vestido;Seção Feminina;21;90;1890;Boleto - à prazo;26/06/2021;0,1;16/08/2021;1
1501;Vestido;Seção Feminina;38,93;99;3854,07;Boleto - à prazo;26/06/2021;0,15;18/07/2021;1
1502;Sapato;Seção Masculina;21,2;92;1950,4;À prazo - Cartão;27/06/2021;0,1;19/08/2021;1
1503;Vestido;Seção Feminina;21,34;63;1344,42;À vista - cartão;27/06/2021;0,1;05/08/2021;0
1504;Vestido;Seção Masculina;21,2;17;360,4;Boleto - à prazo;27/06/2021;0,1;22/07/2021;1
1505;Vestido;Seção Masculina;38,93;5;194,65;Boleto - à prazo;28/06/2021;0,1;18/08/2021;0
1506;Sapato;Seção Feminina;21,34;54;1152,36;Boleto - à prazo;28/06/2021;0,1;29/06/2021;1
1507;Sapato;Seção Masculina;21,34;49;1045,66;Boleto - à prazo;28/06/2021;0,1;15/07/2021;1
1508;Vestido;Seção Masculina;21,34;35;746,9;À vista - boleto;29/06/2021;0,05;17/08/2021;0
1509;Casaco;Seção Feminina;21,34;71;1515,14;Boleto - à prazo;29/06/2021;0,15;25/07/2021;1
1510;Calça;Seção Feminina;26,1;86;2244,6;À vista - cartão;30/06/2021;0,15;28/08/2021;0
1511;Vestido;Seção Masculina;38,93;52;2024,36;À prazo - Cartão;30/06/2021;0,15;02/07/2021;0
1512;Vestido;Seção Feminina;21,34;96;2048,64;Dinheiro - À vista;01/07/2021;0,1;01/07/2021;0
1513;Casaco;Seção Feminina;21;14;294;À prazo - Cartão;01/07/2021;0,1;11/07/2021;1
1514;Sapato;Seção Feminina;21,2;58;1229,6;Boleto - à prazo;01/07/2021;0,05;26/07/2021;0
1515;Vestido;Seção Masculina;26,55;40;1062;À vista - cartão;01/07/2021;0,1;15/08/2021;0
1516;Casaco;Seção Masculina;26,55;4;106,2;À prazo - Cartão;01/07/2021;0,1;05/07/2021;0
1517;Tênis;Seção Masculina;26,55;1;26,55;À vista - boleto;02/07/2021;0,15;09/08/2021;0
1518;Tênis;Seção Masculina;38,93;89;3464,77;Boleto - à prazo;02/07/2021;0,15;11/07/2021;1
1519;Tênis;Seção Feminina;26,55;1;26,55;Boleto - à prazo;02/07/2021;0,1;30/07/2021;0
1520;Sapato;Seção Feminina;26,55;93;2469,15;Boleto - à prazo;02/07/2021;0,1;11/07/2021;0
1521;Casaco;Seção Feminina;21,34;100;2134;Boleto - à prazo;03/07/2021;0,1;27/07/2021;0
1522;Casaco;Seção Feminina;26,55;43;1141,65;Boleto - à prazo;03/07/2021;0,15;31/07/2021;0
1523;Sapato;Seção Masculina;35,18;4;140,72;À prazo - Cartão;03/07/2021;0,15;05/08/2021;1
1524;Tênis;Seção Masculina;21,2;84;1780,8;À prazo - Cartão;03/07/2021;0,1;23/07/2021;0
1525;Casaco;Seção Feminina;44,21;6;265,26;À vista - cartão;05/07/2021;0,15;24/07/2021;0
1526;Calça;Seção Feminina;21,34;30;640,2;À vista - boleto;05/07/2021;0,15;24/08/2021;0
1527;Sapato;Seção Masculina;21,34;58;1237,72;Boleto - à prazo;05/07/2021;0,05;26/08/2021;0
1528;Sapato;Seção Feminina;21;21;441;Boleto - à prazo;06/07/2021;0,1;30/07/2021;1
1529;Casaco;Seção Masculina;44,21;55;2431,55;Dinheiro - À vista;06/07/2021;0,1;06/07/2021;1
1530;Casaco;Seção Feminina;21,34;78;1664,52;À prazo - Cartão;06/07/2021;0,05;02/08/2021;1
1531;Calça;Seção Masculina;26,55;80;2124;Boleto - à prazo;07/07/2021;0,1;28/08/2021;1
1532;Calça;Seção Masculina;44,21;30;1326,3;À prazo - Cartão;07/07/2021;0,1;15/08/2021;1
1533;Calça;Seção Masculina;26,55;12;318,6;À prazo - Cartão;08/07/2021;0,15;06/09/2021;1
1534;Tênis;Seção Feminina;44,21;48;2122,08;À prazo - Cartão;08/07/2021;0,1;13/08/2021;1
1535;Vestido;Seção Feminina;38,93;14;545,02;À prazo - Cartão;08/07/2021;0,1;04/09/2021;0
1536;Tênis;Seção Masculina;26,55;68;1805,4;Boleto - à prazo;10/07/2021;0,15;02/08/2021;0
1537;Casaco;Seção Masculina;21,2;8;169,6;À vista - boleto;11/07/2021;0,15;18/08/2021;0
1538;Tênis;Seção Masculina;38,93;56;2180,08;Boleto - à prazo;12/07/2021;0,1;23/08/2021;0
1539;Vestido;Seção Masculina;26,1;7;182,7;À prazo - Cartão;12/07/2021;0,1;02/08/2021;1
1540;Tênis;Seção Masculina;21,34;33;704,22;À prazo - Cartão;12/07/2021;0,1;09/09/2021;0
1541;Sapato;Seção Feminina;38,93;85;3309,05;Dinheiro - À vista;12/07/2021;0,1;12/07/2021;1
1542;Sapato;Seção Masculina;26,55;20;531;Boleto - à prazo;13/07/2021;0,1;29/08/2021;0
1543;Vestido;Seção Feminina;38,93;46;1790,78;Boleto - à prazo;13/07/2021;0,1;31/07/2021;1
1544;Calça;Seção Masculina;26,1;43;1122,3;Boleto - à prazo;13/07/2021;0,15;20/08/2021;0
1545;Sapato;Seção Feminina;26,55;23;610,65;Dinheiro - À vista;13/07/2021;0,1;13/07/2021;0
1546;Calça;Seção Feminina;21,34;62;1323,08;À vista - boleto;13/07/2021;0,1;05/09/2021;1
1547;Sapato;Seção Masculina;26,55;66;1752,3;À vista - boleto;14/07/2021;0,1;31/08/2021;0
1548;Sapato;Seção Feminina;21;26;546;À prazo - Cartão;14/07/2021;0,1;26/07/2021;1
1549;Vestido;Seção Masculina;26,1;57;1487,7;Boleto - à prazo;14/07/2021;0,1;21/08/2021;1
1550;Sapato;Seção Masculina;26,55;9;238,95;À prazo - Cartão;14/07/2021;0,1;21/08/2021;0
1551;Tênis;Seção Feminina;21,2;70;1484;Boleto - à prazo;15/07/2021;0,15;29/07/2021;0
1552;Vestido;Seção Feminina;26,55;87;2309,85;Boleto - à prazo;15/07/2021;0,15;30/07/2021;0
1553;Calça;Seção Feminina;26,55;5;132,75;Dinheiro - À vista;15/07/2021;0,1;15/07/2021;0
1554;Vestido;Seção Feminina;44,21;71;3138,91;Dinheiro - À vista;16/07/2021;0,1;16/07/2021;1
1555;Vestido;Seção Feminina;38,93;11;428,23;Dinheiro - À vista;16/07/2021;0,1;16/07/2021;0
1556;Calça;Seção Masculina;44,21;90;3978,9;Boleto - à prazo;17/07/2021;0,1;03/09/2021;0
1557;Vestido;Seção Masculina;26,1;56;1461,6;À vista - cartão;17/07/2021;0,1;21/08/2021;1
1558;Vestido;Seção Masculina;38,93;28;1090,04;À vista - boleto;18/07/2021;0,1;11/09/2021;1
1559;Casaco;Seção Feminina;26,1;91;2375,1;Dinheiro - À vista;18/07/2021;0,05;18/07/2021;0
1560;Sapato;Seção Masculina;44,21;16;707,36;À vista - cartão;19/07/2021;0,1;11/09/2021;1
1561;Tênis;Seção Masculina;44,21;50;2210,5;Boleto - à prazo;19/07/2021;0,15;24/07/2021;1
1562;Vestido;Seção Masculina;21,2;94;1992,8;À vista - boleto;19/07/2021;0,1;27/07/2021;1
1563;Calça;Seção Feminina;21,2;61;1293,2;À vista - cartão;20/07/2021;0,15;26/08/2021;1
1564;Casaco;Seção Masculina;26,55;9;238,95;Boleto - à prazo;22/07/2021;0,1;05/09/2021;0
1565;Casaco;Seção Feminina;26,55;92;2442,6;Dinheiro - À vista;22/07/2021;0,1;22/07/2021;1
1566;Calça;Seção Masculina;21,34;75;1600,5;Boleto - à prazo;23/07/2021;0,1;11/09/2021;1
1567;Sapato;Seção Feminina;26,1;14;365,4;À vista - boleto;23/07/2021;0,15;11/09/2021;0
1568;Sapato;Seção Feminina;35,18;68;2392,24;À prazo - Cartão;24/07/2021;0,1;31/07/2021;0
1569;Sapato;Seção Masculina;26,55;13;345,15;Boleto - à prazo;25/07/2021;0,1;27/08/2021;0
1570;Sapato;Seção Masculina;21,2;51;1081,2;Boleto - à prazo;25/07/2021;0,1;27/07/2021;0
1571;Sapato;Seção Feminina;21;26;546;À vista - cartão;25/07/2021;0,15;06/09/2021;0
1572;Tênis;Seção Feminina;26,55;45;1194,75;Boleto - à prazo;26/07/2021;0,1;14/08/2021;0
1573;Vestido;Seção Masculina;38,93;75;2919,75;Boleto - à prazo;26/07/2021;0,1;28/07/2021;0
1574;Sapato;Seção Feminina;26,55;11;292,05;Boleto - à prazo;26/07/2021;0,1;15/08/2021;1
1575;Tênis;Seção Masculina;38,93;30;1167,9;À prazo - Cartão;27/07/2021;0,1;15/09/2021;0
1576;Sapato;Seção Feminina;26,1;66;1722,6;À vista - cartão;28/07/2021;0,15;15/09/2021;1
1577;Vestido;Seção Feminina;26,1;19;495,9;À prazo - Cartão;29/07/2021;0,1;24/08/2021;1
1578;Sapato;Seção Feminina;21,2;33;699,6;Boleto - à prazo;29/07/2021;0,1;17/09/2021;1
1579;Calça;Seção Feminina;44,21;83;3669,43;Boleto - à prazo;29/07/2021;0,15;09/08/2021;0
1580;Sapato;Seção Masculina;38,93;48;1868,64;À prazo - Cartão;30/07/2021;0,15;14/09/2021;1
1581;Sapato;Seção Masculina;26,55;18;477,9;À prazo - Cartão;30/07/2021;0,1;13/08/2021;1
1582;Calça;Seção Masculina;26,55;1;26,55;Boleto - à prazo;30/07/2021;0,1;05/09/2021;1
1583;Sapato;Seção Feminina;21,2;33;699,6;À vista - boleto;31/07/2021;0,1;19/08/2021;1
1584;Calça;Seção Masculina;44,21;61;2696,81;Boleto - à prazo;31/07/2021;0,15;11/08/2021;1
1585;Casaco;Seção Feminina;44,21;49;2166,29;À prazo - Cartão;31/07/2021;0,1;14/09/2021;0
1586;Sapato;Seção Masculina;21,2;21;445,2;À vista - boleto;31/07/2021;0,1;10/08/2021;0
1587;Vestido;Seção Feminina;21;51;1071;Boleto - à prazo;01/08/2021;0,15;20/09/2021;1
1588;Casaco;Seção Feminina;21,2;61;1293,2;Boleto - à prazo;01/08/2021;0,15;22/09/2021;0
1589;Vestido;Seção Feminina;26,55;34;902,7;Boleto - à prazo;01/08/2021;0,05;28/09/2021;0
1590;Vestido;Seção Feminina;26,55;32;849,6;Boleto - à prazo;01/08/2021;0,1;01/09/2021;0
1591;Sapato;Seção Feminina;26,55;21;557,55;À vista - boleto;02/08/2021;0,1;28/09/2021;1
1592;Casaco;Seção Feminina;21,34;95;2027,3;Boleto - à prazo;02/08/2021;0,1;27/09/2021;1
1593;Vestido;Seção Feminina;26,55;90;2389,5;À prazo - Cartão;02/08/2021;0,1;31/08/2021;0
1594;Sapato;Seção Masculina;38,93;19;739,67;Boleto - à prazo;03/08/2021;0,1;19/09/2021;0
1595;Sapato;Seção Feminina;21,2;34;720,8;À vista - cartão;03/08/2021;0,15;04/09/2021;0
1596;Tênis;Seção Masculina;26,55;35;929,25;À prazo - Cartão;03/08/2021;0,15;18/08/2021;0
1597;Sapato;Seção Feminina;26,55;70;1858,5;À prazo - Cartão;04/08/2021;0,1;20/09/2021;1
